"concept_id_2"
739518
739531
739739
739804
739856
740067
792499
792649
792737
792764
792844
792993
793797
19026972
793846
794044
794068
902724
902725
902726
902727
902728
902729
902730
902731
905223
950637
955632
958134
984232
989482
1101554
1114375
1145484
1145571
1145637
1145752
1145791
1146139
1146178
1301267
1303425
1304107
1304919
1308290
1308432
1309161
1309188
1309770
1311409
1311443
1311799
1312706
1314865
1314924
1315411
1315942
1318011
1319193
1325363
1326481
1329241
1333357
1336539
1336825
1337620
1337651
1338512
1338558
1341149
1343346
1344354
1344905
1349025
1350066
1351779
1354698
1355509
1355513
1355705
1355795
1356009
1356361
1358436
1359548
1361191
1361614
1363387
1366689
1367268
1368823
1377141
1378382
1378509
1379969
1380068
1380191
1387104
1389036
1389464
1389888
1390051
1391846
1394023
1394337
1395557
1396423
1396729
1397141
1397599
1436650
1437379
1503501
1510328
1510939
1511250
1511449
1522957
1536789
1536834
1536935
1536963
1536975
1559914
1559930
1560123
1593155
1593273
1593861
1594003
1594034
1594187
1710612
1714165
1718346
1718850
1750928
1760616
1797155
19002912
19003999
19006880
19008264
19008336
19009165
19009705
19010482
19011440
19012543
19012585
19015423
19015523
19017810
19024728
19025348
19031224
19034726
19038536
19042545
19044394
19046625
19051642
19054821
19054825
19057483
19068830
19078097
19078187
19080458
19092845
19093366
19100985
19117912
19128219
19132294
19132890
19135793
19136750
19137042
19137385
21017157
35197850
35198201
35198219
35200202
35200763
35200783
35200803
35200995
35201068
35201733
35602760
35603017
35604032
35604205
35604657
35605522
35605744
35605804
35606214
35606215
35606631
35884379
35884400
35884401
36026750
36026868
36029858
36030242
36878852
36879010
36879099
37002368
37002369
37002419
37002765
37496447
37497691
37498261
37498468
37498602
37498969
37499520
37499576
40166461
40167554
40167582
40168303
40168385
40171288
40222431
40222444
40224095
40230712
40238052
40238188
40241937
40241969
40242675
40244266
40244464
40798893
42629079
42709321
42709322
42799711
42801287
42873638
42900401
42903460
42903942
43008996
43009098
43012292
43013182
43014237
43526080
43532299
43532497
43533090
44506771
44506774
44507676
44507848
44816340
44818461
44818466
44818489
45775396
45775540
45775576
45775965
45776670
45776944
45892075
45892531
45892579
45892628
46221433
46221435
46221699
46275491
