"concept_id_2"
42709322
1389464
937791
35200803
19008336
35200783
35602760
37498261
19034726
1309770
1389888
1354698
35884379
984232
19078097
44507848
1500211
36879010
1355650
1511449
902731
1343039
975125
1559930
1760616
792764
42709321
1311443
1351541
19132294
40168385
19137385
21017157
1397599
1344381
1436650
739804
37499520
45776670
1511250
37499576
45775396
42900401
19010482
1551860
1319193
19132890
905223
44818466
1555887
1309161
1355795
1713332
36030242
1510939
1344354
1503501
35200202
1363387
19026972
1336825
1145571
19054825
1311409
40242675
46221435
43013182
1301267
35606214
40238188
1315411
19003999
1536975
1503057
1309188
35605804
792499
1518254
1797155
42629079
1361614
1507705
36026868
1396423
1551099
1315946
42903460
1714165
1560123
1311799
35884401
1388796
1356461
37002369
1304107
19136750
1349025
43008996
37498969
45892075
37002368
35604032
739471
43009098
1304044
1145484
1300978
43526080
44507676
42900250
740067
19002912
1355513
40222431
1344905
1380191
1336539
40224095
44506771
1366773
1394337
35604205
45892628
42801287
19128219
793797
44818489
1836948
1593273
903643
1325363
19136210
1333357
902724
985708
19100985
19068830
792649
963987
1315942
40238052
1351779
35200763
1510328
37498468
1305058
40167554
19008264
902727
1366310
19017810
1338512
37498602
35606631
793846
42873638
739518
43012292
1718850
35198219
745466
1341149
739739
1145791
739856
35884400
19011440
1368823
1366689
792993
19015423
19009705
19135793
1145637
1387104
44818461
1145752
1146178
36879099
19009165
902729
1355509
36026750
19006880
1377141
1594187
40239056
1717327
40230712
1536963
1314924
19080458
1337651
1342346
794068
1389036
35604657
43532497
19092845
1101554
19012543
1367268
40222444
35201733
1318011
40166461
45775540
35200995
1718346
19031224
792844
1326481
45892579
19038536
44506774
1329241
43533090
36029858
1379969
44816340
19136207
794044
35606215
42799711
1506270
902725
46221433
19042545
46221699
1361191
1390051
1536789
37002419
1350066
1312706
1380068
1710612
1355705
1358436
35198201
36878852
40244464
35201068
1536935
19051642
19057483
35605744
19137042
1548195
37497691
1114375
1592911
37496447
739531
1308432
43014237
1304919
42903942
1396729
989482
1594003
1397141
35197850
1146139
1522957
1343346
35605522
19078187
1437379
19054821
45892531
929887
1361291
1525866
1311078
19093366
45776944
1395557
902728
1750500
19058410
1398399
1356361
40168303
19044394
40798893
1378382
950637
35603017
1594034
19020079
40241937
1356009
37002765
40244266
1559914
1333379
1593861
19012585
958134
1394023
1315286
19010792
40167582
19117912
1593155
955632
40171288
902726
19046625
1310317
43532299
1337620
19015523
1348265
1378509
1550557
1436678
1707164
923645
1308290
1303425
19025348
1314273
45775965
1391846
45775576
1750928
902730
1536834
1350504
46275491
1314865
1338558
1738521
792737
19024728
1359548
40241969
